1|23.05.2024 00:00:00|19
1|24.05.2024 00:00:00|19
1|25.05.2024 00:00:00|19
1|26.05.2024 00:00:00|19
1|27.05.2024 00:00:00|19
1|28.05.2024 00:00:00|19
1|29.05.2024 00:00:00|19
1|30.05.2024 00:00:00|19
3|13.02.2024 00:00:00|12
3|14.02.2024 00:00:00|12
3|15.02.2024 00:00:00|12
3|16.02.2024 00:00:00|12
3|17.02.2024 00:00:00|12
3|25.01.2024 00:00:00|10
3|26.01.2024 00:00:00|10
3|27.01.2024 00:00:00|10
3|28.01.2024 00:00:00|10
3|29.01.2024 00:00:00|10
3|09.03.2024 00:00:00|11
3|10.03.2024 00:00:00|11
3|11.03.2024 00:00:00|11
3|12.03.2024 00:00:00|11
3|13.03.2024 00:00:00|11
3|09.03.2024 00:00:00|12
3|10.03.2024 00:00:00|12
3|11.03.2024 00:00:00|12
3|12.03.2024 00:00:00|12
3|13.03.2024 00:00:00|12
3|17.03.2024 00:00:00|13
3|18.03.2024 00:00:00|13
3|19.03.2024 00:00:00|13
3|20.03.2024 00:00:00|13
3|21.03.2024 00:00:00|13
1|02.06.2024 17:34:00|14
1|03.06.2024 17:34:00|14
1|04.06.2024 17:34:00|14
1|05.06.2024 17:34:00|14
1|06.06.2024 17:34:00|14
6|01.06.2024 17:41:00|15
6|02.06.2024 17:41:00|15
6|03.06.2024 17:41:00|15
6|04.06.2024 17:41:00|15
6|05.06.2024 17:41:00|15
6|01.06.2024 18:19:00|16
6|02.06.2024 18:19:00|16
6|03.06.2024 18:19:00|16
6|04.06.2024 18:19:00|16
6|05.06.2024 18:19:00|16
6|01.06.2024 18:29:00|17
6|02.06.2024 18:29:00|17
6|03.06.2024 18:29:00|17
6|04.06.2024 18:29:00|17
6|05.06.2024 18:29:00|17
6|08.06.2024 00:00:00|18
6|09.06.2024 00:00:00|18
6|10.06.2024 00:00:00|18
6|11.06.2024 00:00:00|18
6|12.06.2024 00:00:00|18
6|13.06.2024 00:00:00|18
6|16.06.2024 00:00:00|19
6|17.06.2024 00:00:00|19
6|18.06.2024 00:00:00|19
6|19.06.2024 00:00:00|19
6|20.06.2024 00:00:00|19
6|21.06.2024 00:00:00|19
6|22.06.2024 00:00:00|19
6|23.06.2024 00:00:00|19
6|24.06.2024 00:00:00|19
6|25.06.2024 00:00:00|19
6|26.06.2024 00:00:00|19
6|27.06.2024 00:00:00|19
6|28.06.2024 00:00:00|19
6|29.06.2024 00:00:00|19
6|30.06.2024 00:00:00|19
6|01.07.2024 00:00:00|19
6|02.07.2024 00:00:00|19
6|03.07.2024 00:00:00|19
6|04.07.2024 00:00:00|19
6|05.07.2024 00:00:00|19
6|30.05.2024 00:00:00|20
6|31.05.2024 00:00:00|20
6|01.06.2024 00:00:00|20
